,Date,IUCR,Location Description,Arrest,District,Ward,Community Area,Location,VIN,ATTEMPT,RECOVERY
125375,09/24/2008 02:00:00 PM,AUTOMOBILE,STREET,False,15.0,37.0,25.0,"(41.899407148, -87.756939458)",1,0,0
282431,07/12/2010 05:00:00 PM,AUTOMOBILE,HOUSE,False,4.0,7.0,43.0,"(41.756243459, -87.567538561)",1,0,0
299089,02/10/2011 08:30:00 AM,AUTOMOBILE,STREET,False,25.0,37.0,25.0,"(41.906681107, -87.763332258)",1,0,0
380822,07/04/2017 11:00:00 AM,AUTOMOBILE,STREET,False,4.0,5.0,43.0,"(41.756714109, -87.586085395)",1,0,1
340515,05/13/2013 12:00:00 AM,AUTOMOBILE,STORE,False,18.0,42.0,8.0,"(41.902328043, -87.631401618)",1,0,0
388423,06/08/2018 09:00:00 PM,AUTOMOBILE,STREET,False,25.0,31.0,19.0,"(41.928740516, -87.752089214)",1,0,0
87954,06/18/2006 12:00:00 PM,AUTOMOBILE,STREET,False,22.0,21.0,73.0,"(41.726228859, -87.636054619)",1,0,0
310155,10/16/2011 06:00:00 PM,AUTOMOBILE,STREET,False,11.0,24.0,26.0,"(41.872993338, -87.732756426)",1,0,0
64544,11/25/2022 08:00:00 AM,AUTOMOBILE,PARKINGZONE,False,25.0,29.0,18.0,"(41.923854748, -87.805275727)",1,0,1
139531,07/17/2023 10:00:00 PM,AUTOMOBILE,STREET,False,19.0,32.0,5.0,"(41.945823899, -87.679736423)",1,0,0
224617,03/20/2004 04:26:00 PM,AUTOMOBILE,STREET,False,7.0,20.0,68.0,"(41.779577735, -87.630138783)",1,0,0
408469,07/09/2020 02:25:00 PM,AUTOMOBILE,STORE,False,1.0,3.0,35.0,"(41.843962091, -87.623595224)",1,0,0
86088,06/18/2006 06:30:00 AM,AUTOMOBILE,STREET,False,19.0,46.0,3.0,"(41.963880376, -87.649971265)",1,0,0
240462,12/01/2004 05:00:00 PM,AUTOMOBILE,STREET,False,17.0,33.0,16.0,"(41.954883547, -87.699492655)",1,0,0
218394,01/02/2004 04:30:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,14.0,26.0,22.0,"(41.925394621, -87.712127912)",1,0,0
318697,07/15/2012 08:00:00 PM,AUTOMOBILE,STREET,False,10.0,25.0,31.0,"(41.851609068, -87.683177678)",1,0,0
73028,10/31/2005 04:56:13 AM,AUTOMOBILE,STREET,False,4.0,7.0,51.0,"(41.714463984, -87.562181817)",1,0,0
63034,01/20/2023 10:30:00 PM,AUTOMOBILE,PARKINGZONE,False,1.0,4.0,32.0,"(41.874050049, -87.627598768)",1,0,0
336720,05/08/2013 09:30:00 PM,AUTOMOBILE,STREET,False,16.0,38.0,17.0,"(41.946120225, -87.786267813)",1,0,0
258015,11/09/2008 02:00:00 AM,AUTOMOBILE,STREET,False,8.0,13.0,70.0,"(41.752433245, -87.737821264)",1,0,0
397445,07/04/2019 04:00:00 PM,AUTOMOBILE,STREET,False,16.0,38.0,15.0,"(41.95855046, -87.775212595)",1,0,0
307639,07/21/2011 07:00:00 AM,AUTOMOBILE,STREET,False,9.0,14.0,63.0,"(41.800512314, -87.695206869)",1,0,0
178833,05/04/2002 12:00:00 AM,AUTOMOBILE,STREET,False,8.0,15.0,66.0,"(41.784095095, -87.686217828)",1,0,0
46309,01/26/2022 07:00:00 PM,AUTOMOBILE,STREET,False,1.0,3.0,33.0,"(41.852860198, -87.624682442)",1,0,0
212658,09/02/2003 06:00:00 PM,AUTOMOBILE,PARKINGZONE,False,1.0,2.0,32.0,"(41.868518128, -87.624113021)",1,0,0
45194,11/07/2021 02:00:00 AM,AUTOMOBILE,PARKINGZONE,False,5.0,9.0,54.0,"(41.655366247, -87.613162149)",1,0,0
309067,06/23/2011 10:00:00 PM,AUTOMOBILE,STREET,False,7.0,17.0,68.0,"(41.766047706, -87.650502204)",1,0,0
48127,09/15/2022 06:03:00 PM,AUTOMOBILE,STREET,False,3.0,5.0,43.0,"(41.769882637, -87.568780358)",1,0,1
356358,02/27/2015 06:00:00 PM,AUTOMOBILE,STREET,False,22.0,21.0,73.0,"(41.726261285, -87.660364023)",1,0,0
119025,05/18/2008 03:15:00 PM,AUTOMOBILE,STREET,False,25.0,29.0,19.0,"(41.922741432, -87.778111654)",1,0,1
111725,09/06/2007 10:30:00 PM,AUTOMOBILE,STREET,False,6.0,17.0,44.0,"(41.750171856, -87.628228021)",1,0,0
117226,10/10/2007 10:00:00 PM,AUTOMOBILE,PARKINGZONE,False,3.0,20.0,40.0,"(41.783432002, -87.615701737)",1,0,0
350079,12/11/2014 03:30:00 AM,AUTOMOBILE,STREET,False,25.0,37.0,19.0,"(41.919712897, -87.771005958)",1,0,0
333463,03/24/2013 09:00:00 AM,AUTOMOBILE,STREET,False,9.0,12.0,61.0,"(41.815375271, -87.670004236)",1,0,0
289368,12/05/2010 10:30:00 PM,AUTOMOBILE,STREET,False,4.0,7.0,43.0,"(41.752603675, -87.571125693)",1,0,0
255681,08/16/2005 08:00:00 PM,AUTOMOBILE,STREET,False,3.0,5.0,43.0,"(41.769856675, -87.571068117)",1,0,0
138051,07/11/2023 12:01:00 AM,AUTOMOBILE,STREET,False,24.0,49.0,1.0,"(42.022546788, -87.676003332)",1,0,1
248081,05/15/2005 12:00:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,11.0,28.0,26.0,"(41.883195884, -87.739506008)",1,0,0
280901,03/24/2010 12:00:00 PM,AUTOMOBILE,STREET,False,22.0,21.0,73.0,"(41.718585423, -87.649210062)",1,0,0
247091,05/20/2005 11:36:30 PM,AUTOMOBILE,STREET,False,10.0,22.0,30.0,"(41.847963131, -87.721352212)",1,0,1
78627,02/28/2006 05:30:00 PM,AUTOMOBILE,HOUSE,False,11.0,27.0,23.0,"(41.899857548, -87.718899134)",1,0,0
20520,04/13/2024 04:00:00 PM,AUTOMOBILE,STREET,False,11.0,24.0,29.0,"(41.867163377, -87.718533097)",1,0,0
128286,09/24/2008 10:00:00 AM,AUTOMOBILE,STREET,False,11.0,24.0,26.0,"(41.870256635, -87.725325162)",1,0,0
87231,08/11/2006 03:15:00 AM,AUTOMOBILE,STREET,False,6.0,18.0,71.0,"(41.744034446, -87.665707929)",1,0,0
76638,02/01/2006 10:00:00 AM,AUTOMOBILE,STREET,False,3.0,5.0,43.0,"(41.768846641, -87.572703993)",1,0,0
59311,11/21/2022 03:00:00 PM,AUTOMOBILE,STREET,False,12.0,27.0,24.0,"(41.894317687, -87.663105686)",1,0,0
376474,06/25/2017 03:00:00 AM,AUTOMOBILE,STORE,False,7.0,3.0,68.0,"(41.794088699, -87.631799109)",1,0,0
198335,04/16/2003 09:00:00 PM,AUTOMOBILE,PARKINGZONE,False,20.0,48.0,77.0,"(41.978449158, -87.655030551)",1,0,0
384424,01/01/2018 03:19:00 AM,AUTOMOBILE,STREET,False,7.0,6.0,69.0,"(41.769017994, -87.633333345)",1,0,0
1758,08/22/2020 05:55:00 PM,AUTOMOBILE,STREET,False,11.0,28.0,27.0,"(41.869825578, -87.700895375)",1,0,0
191433,10/15/2002 04:00:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,12.0,25.0,28.0,"(41.862154022, -87.652189878)",1,0,0
334511,04/28/2013 10:00:00 PM,AUTOMOBILE,STREET,False,25.0,31.0,20.0,"(41.927299329, -87.740192262)",1,0,1
40187,09/19/2021 02:00:00 AM,AUTOMOBILE,STREET,False,2.0,3.0,38.0,"(41.819522575, -87.618431927)",1,0,0
80612,03/01/2006 11:00:00 PM,AUTOMOBILE,STREET,False,8.0,16.0,63.0,"(41.788282138, -87.690484267)",1,0,0
187618,08/02/2002 10:00:00 PM,AUTOMOBILE,STREET,False,10.0,22.0,30.0,"(41.847223188, -87.724640436)",1,0,0
200514,03/07/2003 11:00:00 PM,AUTOMOBILE,STREET,False,4.0,10.0,55.0,"(41.651151883, -87.544733654)",1,0,0
378046,11/02/2016 05:00:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,7.0,6.0,68.0,"(41.764767946, -87.637089033)",1,0,0
30818,08/22/2005 02:45:00 AM,AUTOMOBILE,STREET,False,14.0,33.0,21.0,"(41.938476766, -87.69865911)",1,0,0
399627,04/07/2019 08:30:00 PM,AUTOMOBILE,STREET,False,9.0,20.0,61.0,"(41.802604253, -87.669677516)",1,0,0
377996,06/26/2017 05:00:00 PM,AUTOMOBILE,STREET,False,12.0,25.0,31.0,"(41.857631272, -87.641137366)",1,0,0
68140,10/01/2022 12:30:00 AM,AUTOMOBILE,STREET,False,5.0,34.0,53.0,"(41.684799406, -87.640408364)",1,0,0
388119,03/27/2018 05:00:00 PM,AUTOMOBILE,PARKINGZONE,False,6.0,8.0,44.0,"(41.739356444, -87.604896389)",1,0,0
369624,11/13/2016 06:30:00 PM,AUTOMOBILE,STREET,False,3.0,20.0,40.0,"(41.783362478, -87.622173991)",1,0,0
66268,04/08/2023 12:00:00 AM,AUTOMOBILE,STREET,False,2.0,3.0,38.0,"(41.822660719, -87.615583048)",1,1,0
197193,04/01/2003 08:00:00 AM,AUTOMOBILE,STREET,False,16.0,38.0,15.0,"(41.943569571, -87.756843277)",1,0,0
60281,10/14/2022 12:00:00 AM,AUTOMOBILE,PARKINGZONE,False,12.0,27.0,23.0,"(41.893990113, -87.702155577)",1,0,1
116548,12/10/2007 12:00:00 PM,AUTOMOBILE,STREET,False,25.0,37.0,23.0,"(41.90278151, -87.733689575)",1,0,0
60910,04/09/2023 01:00:00 AM,AUTOMOBILE,PARKINGZONE,False,7.0,20.0,68.0,"(41.777501027, -87.637468263)",1,0,1
300041,04/11/2011 06:00:00 PM,AUTOMOBILE,STREET,False,22.0,34.0,73.0,"(41.706942743, -87.640752932)",1,0,0
97214,01/01/2007 05:00:00 PM,AUTOMOBILE,STREET,False,25.0,31.0,19.0,"(41.92692378, -87.752620175)",1,0,0
192152,11/23/2002 04:27:56 AM,AUTOMOBILE,STREET,False,16.0,45.0,11.0,"(41.978205764, -87.782293483)",1,0,1
361114,10/16/2015 11:30:00 PM,AUTOMOBILE,STREET,False,14.0,35.0,22.0,"(41.932045196, -87.704305307)",1,0,0
313830,01/14/2012 11:00:00 PM,AUTOMOBILE,PARKINGZONE,False,2.0,4.0,38.0,"(41.817320479, -87.611658694)",1,0,0
288903,11/12/2010 05:00:00 PM,AUTOMOBILE,STREET,False,14.0,1.0,22.0,"(41.922451182, -87.690395951)",1,0,0
273954,11/27/2009 11:30:00 AM,AUTOMOBILE,STREET,False,12.0,2.0,28.0,"(41.871568828, -87.67035615)",1,0,0
310435,10/05/2011 02:22:00 AM,AUTOMOBILE,STREET,False,7.0,17.0,69.0,"(41.762823238, -87.630941202)",1,0,0
384040,07/15/2017 08:00:00 AM,AUTOMOBILE,STREET,False,12.0,25.0,31.0,"(41.855724181, -87.656358275)",1,0,0
99811,02/14/2007 06:00:00 AM,AUTOMOBILE,STREET,False,14.0,35.0,22.0,"(41.915537544, -87.710643637)",1,0,0
1009,08/21/2005 01:00:00 AM,"TRUCK, BUS, MOTOR HOME",PARKINGZONE,False,16.0,45.0,12.0,"(41.974207348, -87.750054217)",1,0,0
134280,07/06/2023 09:00:00 AM,AUTOMOBILE,STREET,False,9.0,11.0,60.0,"(41.828615865, -87.652097891)",1,0,0
382886,01/13/2018 11:30:00 PM,AUTOMOBILE,STREET,False,18.0,42.0,8.0,"(41.898094951, -87.626239495)",1,0,0
121692,06/16/2008 12:30:00 PM,AUTOMOBILE,STREET,False,10.0,24.0,29.0,"(41.861682108, -87.709191415)",1,0,0
34593,05/24/2021 12:03:00 PM,AUTOMOBILE,STREET,False,25.0,29.0,25.0,"(41.911716715, -87.772795537)",1,0,0
375446,10/21/2016 03:00:00 PM,AUTOMOBILE,HOUSE,False,14.0,26.0,24.0,"(41.90938841, -87.693300745)",1,0,0
200724,01/18/2003 09:26:00 PM,AUTOMOBILE,STREET,False,11.0,24.0,26.0,"(41.872985955, -87.730300136)",1,0,1
24221,06/14/2024 07:00:00 PM,AUTOMOBILE,HOUSE,False,7.0,6.0,68.0,"(41.76469299, -87.638306789)",1,0,0
214003,11/19/2003 08:15:00 AM,AUTOMOBILE,STREET,False,9.0,11.0,34.0,"(41.831601241, -87.631521744)",1,1,0
325720,01/22/2013 02:00:00 PM,AUTOMOBILE,STREET,False,12.0,27.0,28.0,"(41.885675419, -87.646736286)",1,0,0
119390,03/26/2008 04:45:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,10.0,24.0,29.0,"(41.865477276, -87.73127016)",1,0,0
142562,06/13/2023 05:00:00 PM,AUTOMOBILE,STREET,False,2.0,5.0,41.0,"(41.797994898, -87.596039755)",1,0,0
259354,01/03/2009 08:00:00 PM,AUTOMOBILE,STREET,False,12.0,25.0,28.0,"(41.861774512, -87.648823891)",1,1,0
64229,01/18/2023 06:00:00 PM,AUTOMOBILE,STREET,False,25.0,26.0,23.0,"(41.906199338, -87.732878791)",1,0,0
233624,07/08/2004 12:10:29 PM,AUTOMOBILE,STREET,False,6.0,8.0,44.0,"(41.745853357, -87.59946923)",1,0,1
80921,04/07/2006 04:00:00 PM,AUTOMOBILE,STREET,False,9.0,11.0,60.0,"(41.834722417, -87.646202312)",1,0,0
260041,11/23/2008 05:00:00 PM,AUTOMOBILE,STREET,False,25.0,26.0,22.0,"(41.913566697, -87.716655107)",1,0,0
93966,10/22/2006 02:00:00 AM,AUTOMOBILE,STREET,False,16.0,45.0,11.0,"(41.982989258, -87.774418087)",1,0,0
334466,02/07/2013 09:00:00 AM,AUTOMOBILE,STREET,False,17.0,38.0,16.0,"(41.954131386, -87.740542784)",1,0,0
379796,03/01/2017 07:30:00 PM,AUTOMOBILE,STREET,False,16.0,45.0,15.0,"(41.967093628, -87.752615856)",1,0,0
122784,07/21/2008 08:00:00 PM,AUTOMOBILE,STREET,False,19.0,44.0,6.0,"(41.93373764, -87.646698817)",1,0,0
20947,04/21/2024 04:30:00 PM,AUTOMOBILE,PARKINGZONE,False,22.0,19.0,72.0,"(41.734160548, -87.682472998)",1,0,0
266698,07/13/2009 08:15:00 PM,AUTOMOBILE,STREET,False,8.0,18.0,70.0,"(41.747280862, -87.701106465)",1,0,0
361872,09/20/2015 11:00:00 PM,AUTOMOBILE,HOUSE,False,4.0,5.0,43.0,"(41.756927838, -87.587724859)",1,1,0
242970,01/09/2005 08:00:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,10.0,24.0,29.0,"(41.855801352, -87.716336725)",1,0,0
116184,03/13/2008 06:25:42 AM,AUTOMOBILE,STREET,False,10.0,22.0,30.0,"(41.849214113, -87.710050362)",1,0,0
399172,05/28/2019 03:45:00 AM,AUTOMOBILE,STREET,False,1.0,42.0,32.0,"(41.884790951, -87.624469241)",1,0,0
392096,01/01/2019 07:30:00 AM,AUTOMOBILE,STREET,False,7.0,17.0,67.0,"(41.767225464, -87.673594278)",1,0,0
89687,10/22/2006 06:30:00 PM,AUTOMOBILE,STREET,False,19.0,1.0,5.0,"(41.938301588, -87.686447393)",1,0,0
110571,08/21/2007 09:30:00 PM,AUTOMOBILE,STREET,False,25.0,30.0,23.0,"(41.911743625, -87.723164451)",1,0,0
407523,10/23/2020 10:00:00 PM,AUTOMOBILE,HOSPITAL,False,6.0,21.0,71.0,"(41.749351783, -87.656135797)",1,0,0
69041,02/02/2023 03:00:00 AM,AUTOMOBILE,STREET,False,22.0,34.0,73.0,"(41.706849717, -87.650429495)",1,0,0
402433,09/10/2019 08:00:00 PM,AUTOMOBILE,STREET,False,19.0,43.0,7.0,"(41.926370101, -87.651882042)",1,0,0
14099,02/01/2024 05:00:00 AM,AUTOMOBILE,STREET,False,14.0,26.0,23.0,"(41.911864905, -87.712512617)",1,0,0
113122,03/10/2008 08:35:00 AM,AUTOMOBILE,STREET,False,8.0,18.0,70.0,"(41.747772446, -87.715294414)",1,0,0
111736,07/25/2007 03:54:13 AM,AUTOMOBILE,STREET,False,8.0,16.0,63.0,"(41.786441217, -87.691555013)",1,0,0
257979,09/12/2008 08:00:00 AM,AUTOMOBILE,STREET,False,4.0,7.0,48.0,"(41.725398591, -87.568117427)",1,1,0
108918,09/13/2007 01:00:00 AM,AUTOMOBILE,PARKINGZONE,False,10.0,24.0,30.0,"(41.852731587, -87.701390474)",1,0,0
123414,06/22/2008 06:30:00 PM,AUTOMOBILE,STREET,False,5.0,34.0,49.0,"(41.696131042, -87.631411019)",1,0,1
324790,04/14/2012 08:00:00 AM,AUTOMOBILE,STREET,False,25.0,30.0,19.0,"(41.926460204, -87.763615571)",1,0,0
265294,04/09/2009 12:30:00 PM,AUTOMOBILE,STREET,False,8.0,18.0,70.0,"(41.743550759, -87.701000151)",1,0,0
349857,09/09/2014 06:00:00 PM,AUTOMOBILE,PARKINGZONE,False,8.0,23.0,57.0,"(41.807708317, -87.736128549)",1,0,0
126367,08/09/2008 01:05:00 PM,AUTOMOBILE,STORE,False,4.0,10.0,46.0,"(41.744449336, -87.552581647)",1,0,0
404680,08/28/2019 02:00:00 AM,AUTOMOBILE,STREET,False,12.0,25.0,28.0,"(41.865193687, -87.659936964)",1,0,0
73667,12/27/2005 05:15:00 PM,AUTOMOBILE,PARKINGZONE,False,11.0,24.0,29.0,"(41.86640116, -87.705973505)",1,0,0
177987,04/04/2002 05:00:00 AM,AUTOMOBILE,STREET,False,6.0,17.0,71.0,"(41.755965725, -87.65709614)",1,0,0
376839,06/08/2017 08:30:00 PM,AUTOMOBILE,STREET,False,9.0,11.0,60.0,"(41.844137494, -87.65628592)",1,0,0
294143,09/02/2010 10:00:00 PM,AUTOMOBILE,STREET,False,3.0,6.0,69.0,"(41.766801004, -87.611664319)",1,0,0
316288,11/20/2011 03:00:00 PM,"TRUCK, BUS, MOTOR HOME",Alcohol,False,12.0,27.0,27.0,"(41.886547001, -87.695566999)",1,0,0
311953,12/29/2011 12:30:00 AM,AUTOMOBILE,STREET,False,22.0,34.0,49.0,"(41.691695858, -87.63631419)",1,0,0
79893,04/03/2006 06:28:56 AM,AUTOMOBILE,STREET,False,16.0,38.0,15.0,"(41.960973629, -87.768485078)",1,0,1
20180,04/07/2024 08:30:00 PM,AUTOMOBILE,STREET,False,9.0,11.0,60.0,"(41.828296234, -87.643603583)",1,0,1
113024,12/14/2007 05:00:00 PM,AUTOMOBILE,STREET,False,8.0,16.0,66.0,"(41.782592045, -87.704151241)",1,0,0
208585,05/29/2003 07:45:00 PM,AUTOMOBILE,STREET,False,12.0,2.0,28.0,"(41.862326678, -87.669016243)",1,0,0
400972,07/30/2019 10:30:00 PM,AUTOMOBILE,STREET,False,22.0,34.0,49.0,"(41.702781302, -87.63876153)",1,0,0
5904,10/19/2005 09:00:00 AM,AUTOMOBILE,STREET,False,5.0,9.0,50.0,"(41.708787667, -87.606219428)",1,0,0
182658,07/12/2002 01:44:52 AM,AUTOMOBILE,STREET,False,14.0,1.0,24.0,"(41.910252221, -87.693681541)",1,0,0
75480,01/31/2006 04:00:00 PM,AUTOMOBILE,STREET,False,3.0,6.0,69.0,"(41.761949692, -87.62099566)",1,0,0
19671,03/29/2024 09:30:00 PM,AUTOMOBILE,STREET,False,24.0,40.0,77.0,"(41.998004409, -87.674368711)",1,1,0
280026,03/24/2010 10:40:00 PM,AUTOMOBILE,STREET,False,9.0,20.0,61.0,"(41.805925593, -87.672188729)",1,0,0
90736,11/22/2006 09:15:00 PM,AUTOMOBILE,PARKINGZONE,False,8.0,14.0,58.0,"(41.808071633, -87.707966106)",1,0,0
108769,08/09/2007 11:59:00 PM,"CYCLE, SCOOTER, BIKE",STREET,False,15.0,29.0,25.0,"(41.882116841, -87.773825484)",1,0,0
288935,11/28/2010 02:00:00 PM,AUTOMOBILE,STREET,False,25.0,37.0,25.0,"(41.909643527, -87.75810749)",1,0,0
68942,01/17/2023 12:00:00 AM,AUTOMOBILE,STREET,False,6.0,17.0,69.0,"(41.755352491, -87.634416423)",1,0,1
39237,08/05/2021 10:00:00 PM,AUTOMOBILE,STREET,False,19.0,43.0,7.0,"(41.932084664, -87.644706283)",1,0,0
300907,03/24/2011 11:00:00 AM,AUTOMOBILE,STREET,False,3.0,20.0,42.0,"(41.775988422, -87.597314713)",1,0,0
402104,10/05/2019 07:00:00 PM,AUTOMOBILE,Alcohol,False,12.0,25.0,28.0,"(41.861559271, -87.65976218)",1,0,0
39660,11/20/2021 01:40:00 AM,AUTOMOBILE,STREET,False,1.0,3.0,33.0,"(41.852860198, -87.624682442)",1,0,0
112627,12/06/2007 08:00:00 AM,AUTOMOBILE,STREET,False,11.0,28.0,27.0,"(41.879613182, -87.709215249)",1,0,0
89240,10/16/2006 06:00:00 PM,AUTOMOBILE,STREET,False,17.0,35.0,21.0,"(41.94573869, -87.709809483)",1,0,1
279078,12/12/2009 06:00:00 PM,AUTOMOBILE,HOUSE,False,24.0,50.0,2.0,"(42.009438686, -87.696107071)",1,0,0
400599,04/08/2019 09:00:00 PM,AUTOMOBILE,STREET,False,14.0,1.0,22.0,"(41.925916862, -87.693785993)",1,0,0
350952,02/10/2014 09:00:00 AM,AUTOMOBILE,HOUSE,False,11.0,28.0,26.0,"(41.883861425, -87.728214833)",1,0,0
392059,10/28/2018 08:00:00 PM,AUTOMOBILE,STREET,False,11.0,28.0,26.0,"(41.879449017, -87.732986074)",1,0,0
269657,09/23/2009 11:00:00 PM,AUTOMOBILE,STREET,False,17.0,30.0,15.0,"(41.942932341, -87.746976086)",1,0,0
91802,11/01/2006 04:30:00 PM,AUTOMOBILE,STREET,False,24.0,49.0,1.0,"(42.019471494, -87.683395206)",1,0,0
283531,05/15/2010 08:30:00 AM,AUTOMOBILE,STREET,False,25.0,31.0,19.0,"(41.933942541, -87.745419303)",1,0,0
295399,09/21/2010 10:55:00 AM,AUTOMOBILE,STREET,False,14.0,26.0,24.0,"(41.906627522, -87.691300489)",1,0,0
305873,07/02/2011 10:30:00 PM,AUTOMOBILE,STREET,False,14.0,32.0,24.0,"(41.91245631, -87.663445006)",1,0,0
381689,11/08/2017 05:03:00 PM,AUTOMOBILE,STORE,False,22.0,34.0,73.0,"(41.713753878, -87.642987258)",1,0,0
138584,06/18/2023 08:00:00 PM,AUTOMOBILE,HOUSE,False,8.0,13.0,65.0,"(41.777604662, -87.730057991)",1,1,0
114957,11/21/2007 09:00:00 AM,AUTOMOBILE,STREET,False,19.0,44.0,6.0,"(41.942252392, -87.643402299)",1,0,0
310871,06/07/2011 10:00:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,11.0,27.0,23.0,"(41.894674537, -87.711411964)",1,0,0
406654,08/31/2020 03:15:00 PM,AUTOMOBILE,STREET,False,12.0,27.0,24.0,"(41.895295652, -87.653938771)",1,0,0
193913,11/30/2002 09:15:00 PM,AUTOMOBILE,STREET,False,22.0,19.0,72.0,"(41.706573745, -87.669842062)",1,0,0
96254,04/08/2007 10:30:00 PM,AUTOMOBILE,STREET,False,14.0,35.0,22.0,"(41.919676833, -87.705282919)",1,0,0
40928,11/28/2021 06:30:00 PM,AUTOMOBILE,STREET,False,12.0,25.0,31.0,"(41.856687669, -87.682028687)",1,0,0
83539,08/09/2006 11:00:00 PM,AUTOMOBILE,STREET,False,8.0,13.0,65.0,"(41.781448141, -87.718941923)",1,0,0
184938,07/30/2002 10:30:00 AM,AUTOMOBILE,STREET,False,10.0,22.0,30.0,"(41.841469368, -87.734207314)",1,0,0
366869,02/16/2016 07:00:00 AM,AUTOMOBILE,STREET,False,11.0,24.0,29.0,"(41.866955241, -87.712998707)",1,0,0
142962,08/04/2023 10:49:00 AM,AUTOMOBILE,PARKINGZONE,False,4.0,7.0,43.0,"(41.752942928, -87.553387599)",1,0,0
235277,07/07/2004 08:25:00 AM,"TRUCK, BUS, MOTOR HOME",Alcohol,False,12.0,25.0,31.0,"(41.854235142, -87.662155188)",1,0,0
354265,04/28/2015 01:00:00 PM,AUTOMOBILE,HOUSE,False,3.0,20.0,42.0,"(41.776201589, -87.599750266)",1,0,0
322859,06/25/2012 03:00:00 AM,AUTOMOBILE,HOUSE,False,3.0,5.0,43.0,"(41.768926324, -87.584415074)",1,0,0
372871,08/17/2016 12:01:00 AM,AUTOMOBILE,STREET,False,2.0,20.0,40.0,"(41.792248931, -87.624022984)",1,0,0
300400,06/17/2011 06:30:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,25.0,29.0,25.0,"(41.912641265, -87.767706357)",1,0,0
2383,09/16/2023 02:00:00 PM,AUTOMOBILE,PARKINGZONE,False,3.0,5.0,42.0,"(41.780155491, -87.586451255)",1,0,0
316469,02/03/2012 07:00:00 PM,AUTOMOBILE,STREET,False,2.0,3.0,38.0,"(41.812331139, -87.621292405)",1,0,0
385090,12/21/2017 10:00:00 PM,AUTOMOBILE,STREET,False,25.0,30.0,20.0,"(41.914146783, -87.735008732)",1,0,0
227802,05/31/2004 12:00:00 AM,AUTOMOBILE,STREET,False,2.0,4.0,35.0,"(41.828762287, -87.614436164)",1,0,0
262923,11/07/2008 10:00:00 PM,AUTOMOBILE,STREET,False,16.0,45.0,15.0,"(41.947943919, -87.748176323)",1,0,1
89868,08/31/2006 09:35:57 AM,AUTOMOBILE,PARKINGZONE,False,20.0,40.0,2.0,"(41.98543143, -87.702871553)",1,0,1
252584,06/08/2005 12:00:00 AM,AUTOMOBILE,STREET,False,3.0,5.0,43.0,"(41.771062585, -87.585020753)",1,0,0
383812,10/06/2017 01:00:00 PM,AUTOMOBILE,STREET,False,25.0,35.0,22.0,"(41.923342999, -87.723072319)",1,0,0
251544,06/07/2005 04:51:40 PM,AUTOMOBILE,STREET,False,11.0,24.0,26.0,"(41.871841383, -87.7260922)",1,0,0
264586,06/29/2009 03:30:00 AM,AUTOMOBILE,STREET,False,3.0,20.0,68.0,"(41.785492417, -87.628468148)",1,0,0
31732,12/07/2005 07:25:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,4.0,8.0,48.0,"(41.734250836, -87.589291492)",1,0,0
125472,08/25/2008 10:00:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,5.0,9.0,53.0,"(41.660031909, -87.637713361)",1,0,0
379856,03/24/2017 08:30:00 PM,AUTOMOBILE,STORE,False,15.0,37.0,25.0,"(41.894945606, -87.754874977)",1,0,0
326743,09/29/2012 04:30:00 AM,AUTOMOBILE,STREET,False,25.0,36.0,18.0,"(41.92532349, -87.805998554)",1,0,0
36578,06/19/2021 09:00:00 PM,AUTOMOBILE,STREET,False,9.0,15.0,61.0,"(41.807128539, -87.684386869)",1,0,0
293541,12/19/2010 07:00:00 PM,AUTOMOBILE,STREET,False,16.0,38.0,15.0,"(41.950548843, -87.758081747)",1,0,0
320775,04/30/2012 06:35:00 AM,AUTOMOBILE,STREET,False,8.0,14.0,57.0,"(41.807693449, -87.737493167)",1,0,0
305098,09/10/2011 11:00:00 PM,AUTOMOBILE,STREET,False,5.0,9.0,49.0,"(41.709019191, -87.621279991)",1,0,0
262074,03/22/2009 08:00:00 PM,AUTOMOBILE,STREET,False,20.0,40.0,77.0,"(41.980346237, -87.669729153)",1,0,0
410985,08/21/2020 07:00:00 AM,AUTOMOBILE,PARKINGZONE,False,12.0,27.0,23.0,"(41.890703831, -87.70640419)",1,0,0
258207,03/03/2009 09:00:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,4.0,8.0,45.0,"(41.738275524, -87.578168791)",1,0,0
22292,05/16/2024 11:30:00 PM,AUTOMOBILE,STREET,False,17.0,39.0,13.0,"(41.982994638, -87.714481297)",1,0,0
89720,09/09/2006 07:00:00 PM,AUTOMOBILE,STREET,False,11.0,27.0,23.0,"(41.890551663, -87.723502064)",1,0,0
227957,04/11/2004 02:00:00 PM,AUTOMOBILE,STREET,False,14.0,1.0,21.0,"(41.938535157, -87.695824763)",1,0,1
